time,type,key,slot,player_slot,account_id,match_id,unit
-71,chatwheel,65,8.0,131.0,126340643.0,4233935341,
-71,chatwheel,7,5.0,128.0,,4233935341,
-67,chatwheel,7,5.0,128.0,,4233935341,
8,chatwheel,65,8.0,131.0,126340643.0,4233935341,
11,chatwheel,87002,7.0,130.0,177953305.0,4233935341,
28,chatwheel,87001,7.0,130.0,177953305.0,4233935341,
139,chatwheel,95,4.0,4.0,,4233935341,
140,chatwheel,95,4.0,4.0,,4233935341,
297,chatwheel,58,1.0,1.0,,4233935341,
348,chatwheel,71,8.0,131.0,126340643.0,4233935341,
349,chatwheel,71,8.0,131.0,126340643.0,4233935341,
396,chatwheel,5,2.0,2.0,429083611.0,4233935341,
426,chatwheel,7,1.0,1.0,,4233935341,
494,chat,lmao,4.0,4.0,,4233935341,YAMATO TAICHOU
530,chatwheel,65,8.0,131.0,126340643.0,4233935341,
536,chatwheel,71,1.0,1.0,,4233935341,
544,chatwheel,65,8.0,131.0,126340643.0,4233935341,
560,chatwheel,71,0.0,0.0,113593330.0,4233935341,
636,chatwheel,7,6.0,129.0,342149817.0,4233935341,
670,chatwheel,65,8.0,131.0,126340643.0,4233935341,
690,chatwheel,7,7.0,130.0,177953305.0,4233935341,
691,chatwheel,7,7.0,130.0,177953305.0,4233935341,
853,chatwheel,71,2.0,2.0,429083611.0,4233935341,
1162,chatwheel,2,8.0,131.0,126340643.0,4233935341,
1163,chatwheel,2,7.0,130.0,177953305.0,4233935341,
1163,chatwheel,71,8.0,131.0,126340643.0,4233935341,
1250,chatwheel,65,8.0,131.0,126340643.0,4233935341,
1375,chatwheel,2,8.0,131.0,126340643.0,4233935341,
1402,chatwheel,2,8.0,131.0,126340643.0,4233935341,
1502,chatwheel,58,1.0,1.0,,4233935341,
1551,chatwheel,71,1.0,1.0,,4233935341,
1588,chatwheel,71,1.0,1.0,,4233935341,
1661,chat,XD,4.0,4.0,,4233935341,YAMATO TAICHOU
1679,chat,yadomi caca,4.0,4.0,,4233935341,YAMATO TAICHOU
1791,chat,ez game,4.0,4.0,,4233935341,YAMATO TAICHOU
-86,chat,tangina taas na mmr mo,9.0,132.0,91443418.0,3251985527,nb
-86,chat,ember is buyer straigh],6.0,129.0,112531417.0,3251985527,seems good
539,chat,HI LINA,3.0,3.0,107088064.0,3251985527,X|ChiN|d0tAKinG
540,chat,FARMING?,3.0,3.0,107088064.0,3251985527,X|ChiN|d0tAKinG
540,chat,8K SHI MA,3.0,3.0,107088064.0,3251985527,X|ChiN|d0tAKinG
900,chat,9 reports on lina,4.0,4.0,102099826.0,3251985527,good shit
901,chat,thx,4.0,4.0,102099826.0,3251985527,good shit
-180,chatwheel,62,6.0,129.0,108329926.0,5756399276,
-70,chatwheel,7,5.0,128.0,104334048.0,5756399276,
-57,chatwheel,9004,8.0,131.0,163168569.0,5756399276,
-47,chatwheel,61,6.0,129.0,108329926.0,5756399276,
-42,chat,u need pause?,5.0,128.0,104334048.0,5756399276,K
-33,chatwheel,54,2.0,2.0,,5756399276,
-31,chatwheel,71,1.0,1.0,101399998.0,5756399276,
-31,chatwheel,129001,4.0,4.0,199666759.0,5756399276,
-8,chatwheel,316,5.0,128.0,104334048.0,5756399276,
33,chatwheel,71,5.0,128.0,104334048.0,5756399276,
98,chatwheel,129001,4.0,4.0,199666759.0,5756399276,
99,chatwheel,129002,4.0,4.0,199666759.0,5756399276,
134,chatwheel,129005,4.0,4.0,199666759.0,5756399276,
155,chatwheel,129004,4.0,4.0,199666759.0,5756399276,
195,chatwheel,7,5.0,128.0,104334048.0,5756399276,
201,chatwheel,129001,4.0,4.0,199666759.0,5756399276,
229,chatwheel,71,9.0,132.0,212713081.0,5756399276,
358,chatwheel,71,1.0,1.0,101399998.0,5756399276,
359,chatwheel,71,1.0,1.0,101399998.0,5756399276,
364,chatwheel,80,4.0,4.0,199666759.0,5756399276,
364,chat,how tf this is,6.0,129.0,108329926.0,5756399276,Acid at 7/11
365,chatwheel,2,4.0,4.0,199666759.0,5756399276,
368,chat,75 crit,6.0,129.0,108329926.0,5756399276,Acid at 7/11
368,chat,???,6.0,129.0,108329926.0,5756399276,Acid at 7/11
371,chat,havent once,6.0,129.0,108329926.0,5756399276,Acid at 7/11
386,chatwheel,80,4.0,4.0,199666759.0,5756399276,
425,chatwheel,80,4.0,4.0,199666759.0,5756399276,
431,chatwheel,7,5.0,128.0,104334048.0,5756399276,
444,chatwheel,9004,8.0,131.0,163168569.0,5756399276,
464,chatwheel,71,8.0,131.0,163168569.0,5756399276,
464,chatwheel,71,8.0,131.0,163168569.0,5756399276,
564,chatwheel,12,6.0,129.0,108329926.0,5756399276,
564,chatwheel,12,6.0,129.0,108329926.0,5756399276,
567,chatwheel,71,1.0,1.0,101399998.0,5756399276,
567,chatwheel,71,1.0,1.0,101399998.0,5756399276,
574,chatwheel,80,4.0,4.0,199666759.0,5756399276,
575,chatwheel,80,4.0,4.0,199666759.0,5756399276,
584,chatwheel,316,5.0,128.0,104334048.0,5756399276,
606,chatwheel,1,8.0,131.0,163168569.0,5756399276,
607,chatwheel,1,8.0,131.0,163168569.0,5756399276,
639,chatwheel,9002,8.0,131.0,163168569.0,5756399276,
640,chatwheel,69,9.0,132.0,212713081.0,5756399276,
644,chatwheel,71,4.0,4.0,199666759.0,5756399276,
671,chatwheel,71,1.0,1.0,101399998.0,5756399276,
775,chatwheel,2,6.0,129.0,108329926.0,5756399276,
786,chatwheel,62,9.0,132.0,212713081.0,5756399276,
912,chatwheel,91,6.0,129.0,108329926.0,5756399276,
937,chatwheel,62,9.0,132.0,212713081.0,5756399276,
949,chatwheel,316,5.0,128.0,104334048.0,5756399276,
1022,chatwheel,12,6.0,129.0,108329926.0,5756399276,
1022,chatwheel,12,6.0,129.0,108329926.0,5756399276,
1120,chatwheel,91,6.0,129.0,108329926.0,5756399276,
1174,chatwheel,71,5.0,128.0,104334048.0,5756399276,
1175,chatwheel,71,5.0,128.0,104334048.0,5756399276,
1373,chatwheel,0,6.0,129.0,108329926.0,5756399276,
1561,chatwheel,78001,6.0,129.0,108329926.0,5756399276,
1562,chatwheel,61,1.0,1.0,101399998.0,5756399276,
1577,chatwheel,12,6.0,129.0,108329926.0,5756399276,
1616,chatwheel,12,1.0,1.0,101399998.0,5756399276,
1658,chatwheel,12,1.0,1.0,101399998.0,5756399276,
1806,chatwheel,12,1.0,1.0,101399998.0,5756399276,
1843,chatwheel,317,1.0,1.0,101399998.0,5756399276,
1889,chatwheel,317,1.0,1.0,101399998.0,5756399276,
1916,chatwheel,1001,1.0,1.0,101399998.0,5756399276,
1917,chatwheel,1001,1.0,1.0,101399998.0,5756399276,
2011,chatwheel,317,1.0,1.0,101399998.0,5756399276,
2050,chat,1х9,1.0,1.0,101399998.0,5756399276,mister Zag@do4nik
2052,chat,ez game,1.0,1.0,101399998.0,5756399276,mister Zag@do4nik
2057,chat,),4.0,4.0,199666759.0,5756399276,Шизоид
2063,chat,graz on free am game,6.0,129.0,108329926.0,5756399276,Acid at 7/11
2102,chatwheel,129002,4.0,4.0,199666759.0,5756399276,
2103,chatwheel,129001,4.0,4.0,199666759.0,5756399276,
-82,chatwheel,466,6.0,129.0,,6934472893,
-80,chatwheel,583,8.0,131.0,134357466.0,6934472893,
-75,chatwheel,467,8.0,131.0,134357466.0,6934472893,
-49,chatwheel,2,6.0,129.0,,6934472893,
-48,chatwheel,2,6.0,129.0,,6934472893,
-17,chatwheel,19006,7.0,130.0,458287006.0,6934472893,
-17,chatwheel,19006,7.0,130.0,458287006.0,6934472893,
1,chatwheel,2,6.0,129.0,,6934472893,
27,chatwheel,71,2.0,2.0,274078636.0,6934472893,
27,chatwheel,71,2.0,2.0,274078636.0,6934472893,
79,chatwheel,7,4.0,4.0,343084576.0,6934472893,
79,chatwheel,7,4.0,4.0,343084576.0,6934472893,
225,chatwheel,2,6.0,129.0,,6934472893,
229,chatwheel,8,4.0,4.0,343084576.0,6934472893,
229,chatwheel,7,4.0,4.0,343084576.0,6934472893,
277,chatwheel,71,9.0,132.0,,6934472893,
286,chatwheel,19006,7.0,130.0,458287006.0,6934472893,
286,chatwheel,19006,7.0,130.0,458287006.0,6934472893,
359,chatwheel,71,5.0,128.0,186796890.0,6934472893,
385,chatwheel,71,9.0,132.0,,6934472893,
385,chatwheel,71,9.0,132.0,,6934472893,
463,chatwheel,7,4.0,4.0,343084576.0,6934472893,
471,chatwheel,1,6.0,129.0,,6934472893,
569,chatwheel,466,6.0,129.0,,6934472893,
595,chatwheel,71,1.0,1.0,377594124.0,6934472893,
632,chatwheel,71,9.0,132.0,,6934472893,
734,chatwheel,71,9.0,132.0,,6934472893,
774,chatwheel,7,8.0,131.0,134357466.0,6934472893,
837,chatwheel,9,4.0,4.0,343084576.0,6934472893,
844,chatwheel,71,0.0,0.0,400603826.0,6934472893,
849,chatwheel,71,0.0,0.0,400603826.0,6934472893,
916,chatwheel,0,9.0,132.0,,6934472893,
959,chatwheel,71,2.0,2.0,274078636.0,6934472893,
959,chatwheel,71,2.0,2.0,274078636.0,6934472893,
962,chatwheel,2,7.0,130.0,458287006.0,6934472893,
963,chatwheel,2,7.0,130.0,458287006.0,6934472893,
972,chatwheel,68,7.0,130.0,458287006.0,6934472893,
976,chatwheel,2,7.0,130.0,458287006.0,6934472893,
984,chatwheel,68,7.0,130.0,458287006.0,6934472893,
1091,chatwheel,2,7.0,130.0,458287006.0,6934472893,
1123,chatwheel,1,6.0,129.0,,6934472893,
1240,chatwheel,2,6.0,129.0,,6934472893,
1270,chatwheel,71,3.0,3.0,,6934472893,
1270,chatwheel,71,3.0,3.0,,6934472893,
1324,chatwheel,71,0.0,0.0,400603826.0,6934472893,
1332,chatwheel,53,4.0,4.0,343084576.0,6934472893,
1384,chatwheel,19002,7.0,130.0,458287006.0,6934472893,
1385,chatwheel,19002,7.0,130.0,458287006.0,6934472893,
1423,chatwheel,80,6.0,129.0,,6934472893,
1424,chatwheel,1,6.0,129.0,,6934472893,
1445,chatwheel,19002,7.0,130.0,458287006.0,6934472893,
1445,chatwheel,19002,7.0,130.0,458287006.0,6934472893,
1450,chatwheel,71,3.0,3.0,,6934472893,
1540,chatwheel,19002,7.0,130.0,458287006.0,6934472893,
1540,chatwheel,19002,7.0,130.0,458287006.0,6934472893,
1590,chatwheel,1,6.0,129.0,,6934472893,
1613,chatwheel,137008,3.0,3.0,,6934472893,
1622,chatwheel,1,6.0,129.0,,6934472893,
1623,chatwheel,1,6.0,129.0,,6934472893,
1630,chatwheel,19002,7.0,130.0,458287006.0,6934472893,
1630,chatwheel,19002,7.0,130.0,458287006.0,6934472893,
1635,chatwheel,1,6.0,129.0,,6934472893,
1677,chatwheel,19002,7.0,130.0,458287006.0,6934472893,
1677,chatwheel,19002,7.0,130.0,458287006.0,6934472893,
1679,chatwheel,462,8.0,131.0,134357466.0,6934472893,
1680,chatwheel,80,9.0,132.0,,6934472893,
1681,chatwheel,80,9.0,132.0,,6934472893,
1683,chatwheel,460,8.0,131.0,134357466.0,6934472893,
1704,chatwheel,7,8.0,131.0,134357466.0,6934472893,
1705,chatwheel,7,8.0,131.0,134357466.0,6934472893,
1726,chatwheel,7,6.0,129.0,,6934472893,
1729,chatwheel,466,6.0,129.0,,6934472893,
1830,chatwheel,2,7.0,130.0,458287006.0,6934472893,
1830,chatwheel,2,7.0,130.0,458287006.0,6934472893,
1904,chatwheel,19002,7.0,130.0,458287006.0,6934472893,
1904,chatwheel,19002,7.0,130.0,458287006.0,6934472893,
1934,chatwheel,2,6.0,129.0,,6934472893,
1934,chatwheel,2,7.0,130.0,458287006.0,6934472893,
1947,chatwheel,2,7.0,130.0,458287006.0,6934472893,
1947,chatwheel,2,7.0,130.0,458287006.0,6934472893,
2023,chatwheel,1,6.0,129.0,,6934472893,
2034,chatwheel,19002,7.0,130.0,458287006.0,6934472893,
2035,chatwheel,19002,7.0,130.0,458287006.0,6934472893,
2044,chatwheel,460,8.0,131.0,134357466.0,6934472893,
2067,chat,gg,8.0,131.0,134357466.0,6934472893,
-76,chatwheel,136001,9.0,132.0,177953305.0,6815000799,
-75,chatwheel,491,5.0,128.0,,6815000799,
-75,chatwheel,5001,3.0,3.0,288144026.0,6815000799,
-74,chatwheel,5001,3.0,3.0,288144026.0,6815000799,
-74,chatwheel,401033,5.0,128.0,,6815000799,
-73,chatwheel,54,1.0,1.0,283545554.0,6815000799,
-71,chatwheel,440,1.0,1.0,283545554.0,6815000799,
-70,chatwheel,440,1.0,1.0,283545554.0,6815000799,
-68,chatwheel,136006,9.0,132.0,177953305.0,6815000799,
-49,chatwheel,54,1.0,1.0,283545554.0,6815000799,
-21,chatwheel,71,3.0,3.0,288144026.0,6815000799,
-20,chatwheel,62,2.0,2.0,230580807.0,6815000799,
-14,chatwheel,58,2.0,2.0,230580807.0,6815000799,
-10,chatwheel,58,2.0,2.0,230580807.0,6815000799,
-2,chatwheel,7,1.0,1.0,283545554.0,6815000799,
16,chatwheel,129001,4.0,4.0,,6815000799,
77,chatwheel,54,8.0,131.0,100688137.0,6815000799,
171,chatwheel,69,6.0,129.0,,6815000799,
179,chatwheel,54,8.0,131.0,100688137.0,6815000799,
209,chatwheel,7,7.0,130.0,299447943.0,6815000799,
210,chatwheel,7,6.0,129.0,,6815000799,
242,chatwheel,71,3.0,3.0,288144026.0,6815000799,
242,chatwheel,71,3.0,3.0,288144026.0,6815000799,
248,chatwheel,54,8.0,131.0,100688137.0,6815000799,
253,chatwheel,52002,2.0,2.0,230580807.0,6815000799,
255,chatwheel,72,2.0,2.0,230580807.0,6815000799,
274,chatwheel,9001,7.0,130.0,299447943.0,6815000799,
280,chatwheel,54,7.0,130.0,299447943.0,6815000799,
304,chatwheel,54,8.0,131.0,100688137.0,6815000799,
332,chatwheel,7,6.0,129.0,,6815000799,
358,chatwheel,54,7.0,130.0,299447943.0,6815000799,
417,chatwheel,129001,4.0,4.0,,6815000799,
417,chatwheel,129001,4.0,4.0,,6815000799,
417,chatwheel,52001,2.0,2.0,230580807.0,6815000799,
418,chatwheel,5001,3.0,3.0,288144026.0,6815000799,
474,chatwheel,58,2.0,2.0,230580807.0,6815000799,
492,chatwheel,9001,7.0,130.0,299447943.0,6815000799,
508,chatwheel,401033,5.0,128.0,,6815000799,
509,chatwheel,401033,5.0,128.0,,6815000799,
534,chatwheel,54,8.0,131.0,100688137.0,6815000799,
535,chatwheel,71,6.0,129.0,,6815000799,
554,chatwheel,7,7.0,130.0,299447943.0,6815000799,
572,chatwheel,61003,6.0,129.0,,6815000799,
572,chatwheel,61003,6.0,129.0,,6815000799,
581,chatwheel,71,8.0,131.0,100688137.0,6815000799,
633,chatwheel,7,7.0,130.0,299447943.0,6815000799,
705,chatwheel,71,4.0,4.0,,6815000799,
706,chatwheel,71,0.0,0.0,86818655.0,6815000799,
706,chatwheel,71,0.0,0.0,86818655.0,6815000799,
708,chatwheel,129001,4.0,4.0,,6815000799,
753,chatwheel,71,3.0,3.0,288144026.0,6815000799,
788,chatwheel,9001,7.0,130.0,299447943.0,6815000799,
790,chatwheel,136002,9.0,132.0,177953305.0,6815000799,
790,chatwheel,52004,2.0,2.0,230580807.0,6815000799,
791,chatwheel,52004,2.0,2.0,230580807.0,6815000799,
793,chatwheel,9004,7.0,130.0,299447943.0,6815000799,
795,chatwheel,401033,5.0,128.0,,6815000799,
818,chatwheel,54,8.0,131.0,100688137.0,6815000799,
840,chatwheel,71,1.0,1.0,283545554.0,6815000799,
840,chatwheel,71,1.0,1.0,283545554.0,6815000799,
841,chatwheel,52002,2.0,2.0,230580807.0,6815000799,
846,chatwheel,52001,2.0,2.0,230580807.0,6815000799,
872,chatwheel,9001,7.0,130.0,299447943.0,6815000799,
874,chatwheel,2,2.0,2.0,230580807.0,6815000799,
884,chatwheel,2,2.0,2.0,230580807.0,6815000799,
888,chatwheel,2,2.0,2.0,230580807.0,6815000799,
888,chatwheel,2,2.0,2.0,230580807.0,6815000799,
893,chatwheel,7,8.0,131.0,100688137.0,6815000799,
914,chatwheel,2,2.0,2.0,230580807.0,6815000799,
919,chatwheel,52002,2.0,2.0,230580807.0,6815000799,
929,chatwheel,5001,3.0,3.0,288144026.0,6815000799,
930,chatwheel,5001,3.0,3.0,288144026.0,6815000799,
930,chatwheel,7,6.0,129.0,,6815000799,
930,chatwheel,9003,7.0,130.0,299447943.0,6815000799,
933,chatwheel,7,7.0,130.0,299447943.0,6815000799,
934,chatwheel,71,4.0,4.0,,6815000799,
934,chatwheel,71,4.0,4.0,,6815000799,
937,chatwheel,129001,4.0,4.0,,6815000799,
938,chatwheel,54,8.0,131.0,100688137.0,6815000799,
939,chatwheel,9006,7.0,130.0,299447943.0,6815000799,
962,chatwheel,7,8.0,131.0,100688137.0,6815000799,
978,chatwheel,71,7.0,130.0,299447943.0,6815000799,
1006,chatwheel,52001,2.0,2.0,230580807.0,6815000799,
1034,chatwheel,54,8.0,131.0,100688137.0,6815000799,
1040,chatwheel,9001,7.0,130.0,299447943.0,6815000799,
1043,chatwheel,2,7.0,130.0,299447943.0,6815000799,
1058,chatwheel,52001,2.0,2.0,230580807.0,6815000799,
1058,chatwheel,52002,2.0,2.0,230580807.0,6815000799,
1067,chatwheel,9001,7.0,130.0,299447943.0,6815000799,
1087,chatwheel,3,2.0,2.0,230580807.0,6815000799,
1090,chatwheel,39001,5.0,128.0,,6815000799,
1115,chatwheel,52001,2.0,2.0,230580807.0,6815000799,
1193,chatwheel,71,7.0,130.0,299447943.0,6815000799,
1213,chatwheel,2,8.0,131.0,100688137.0,6815000799,
1255,chatwheel,7,8.0,131.0,100688137.0,6815000799,
1293,chatwheel,54,8.0,131.0,100688137.0,6815000799,
1293,chatwheel,71,2.0,2.0,230580807.0,6815000799,
1293,chatwheel,71,2.0,2.0,230580807.0,6815000799,
1322,chatwheel,2,7.0,130.0,299447943.0,6815000799,
1370,chatwheel,54,7.0,130.0,299447943.0,6815000799,
1374,chatwheel,54,8.0,131.0,100688137.0,6815000799,
1374,chatwheel,1,1.0,1.0,283545554.0,6815000799,
1410,chatwheel,129001,4.0,4.0,,6815000799,
1414,chatwheel,5001,3.0,3.0,288144026.0,6815000799,
1414,chatwheel,129001,4.0,4.0,,6815000799,
1414,chatwheel,5001,3.0,3.0,288144026.0,6815000799,
1414,chatwheel,9006,7.0,130.0,299447943.0,6815000799,
1446,chatwheel,136006,9.0,132.0,177953305.0,6815000799,
1447,chatwheel,459,2.0,2.0,230580807.0,6815000799,
1460,chatwheel,52001,2.0,2.0,230580807.0,6815000799,
1460,chatwheel,52001,2.0,2.0,230580807.0,6815000799,
1461,chatwheel,136002,9.0,132.0,177953305.0,6815000799,
1462,chatwheel,136004,9.0,132.0,177953305.0,6815000799,
1464,chatwheel,7,8.0,131.0,100688137.0,6815000799,
1496,chatwheel,54,8.0,131.0,100688137.0,6815000799,
1501,chatwheel,465,5.0,128.0,,6815000799,
1504,chatwheel,473,7.0,130.0,299447943.0,6815000799,
1509,chatwheel,54,8.0,131.0,100688137.0,6815000799,
1557,chatwheel,54,8.0,131.0,100688137.0,6815000799,
1565,chatwheel,71,1.0,1.0,283545554.0,6815000799,
1582,chatwheel,450,7.0,130.0,299447943.0,6815000799,
1588,chatwheel,71,1.0,1.0,283545554.0,6815000799,
1588,chatwheel,71,1.0,1.0,283545554.0,6815000799,
1591,chatwheel,5001,3.0,3.0,288144026.0,6815000799,
1591,chatwheel,5001,3.0,3.0,288144026.0,6815000799,
1600,chatwheel,52003,2.0,2.0,230580807.0,6815000799,
1601,chatwheel,52003,2.0,2.0,230580807.0,6815000799,
1604,chatwheel,9005,7.0,130.0,299447943.0,6815000799,
1604,chatwheel,61004,6.0,129.0,,6815000799,
1606,chatwheel,61003,6.0,129.0,,6815000799,
1607,chatwheel,7,8.0,131.0,100688137.0,6815000799,
1611,chatwheel,136001,9.0,132.0,177953305.0,6815000799,
1668,chatwheel,54,7.0,130.0,299447943.0,6815000799,
1680,chatwheel,9001,7.0,130.0,299447943.0,6815000799,
1689,chatwheel,2,2.0,2.0,230580807.0,6815000799,
1696,chatwheel,71,2.0,2.0,230580807.0,6815000799,
1704,chatwheel,54,8.0,131.0,100688137.0,6815000799,
1712,chatwheel,71,7.0,130.0,299447943.0,6815000799,
1717,chatwheel,54,8.0,131.0,100688137.0,6815000799,
1717,chatwheel,71,1.0,1.0,283545554.0,6815000799,
1748,chatwheel,129001,4.0,4.0,,6815000799,
1755,chatwheel,54,8.0,131.0,100688137.0,6815000799,
1757,chatwheel,10001,8.0,131.0,100688137.0,6815000799,
1758,chatwheel,10001,8.0,131.0,100688137.0,6815000799,
1758,chatwheel,9001,7.0,130.0,299447943.0,6815000799,
1829,chatwheel,129001,4.0,4.0,,6815000799,
1842,chat,gg,8.0,131.0,100688137.0,6815000799,
1842,chatwheel,7,8.0,131.0,100688137.0,6815000799,
1842,chatwheel,136005,9.0,132.0,177953305.0,6815000799,
1842,chatwheel,7,8.0,131.0,100688137.0,6815000799,
1843,chatwheel,136006,9.0,132.0,177953305.0,6815000799,
1844,chatwheel,9001,7.0,130.0,299447943.0,6815000799,
1844,chatwheel,9001,7.0,130.0,299447943.0,6815000799,
-55,chatwheel,20001,1.0,1.0,100723741.0,6730774312,
-55,chatwheel,20001,1.0,1.0,100723741.0,6730774312,
-42,chatwheel,76,9.0,132.0,1010199824.0,6730774312,
-41,chatwheel,76,9.0,132.0,1010199824.0,6730774312,
-33,chatwheel,86001,4.0,4.0,153609394.0,6730774312,
-31,chatwheel,44001,2.0,2.0,318238575.0,6730774312,
-31,chatwheel,44001,2.0,2.0,318238575.0,6730774312,
-25,chatwheel,0,8.0,131.0,838343295.0,6730774312,
-19,chat,nice viper,3.0,3.0,,6730774312,
-13,chat,dazzle huskar ,5.0,128.0,207613347.0,6730774312,
-10,chat,bosting,0.0,0.0,179284293.0,6730774312,
-10,chatwheel,76,9.0,132.0,1010199824.0,6730774312,
-9,chat,rlly?,3.0,3.0,,6730774312,
-8,chat,viper,0.0,0.0,179284293.0,6730774312,
0,chatwheel,44006,2.0,2.0,318238575.0,6730774312,
9,chatwheel,87001,8.0,131.0,838343295.0,6730774312,
124,chatwheel,44001,2.0,2.0,318238575.0,6730774312,
137,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
137,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
159,chatwheel,71,6.0,129.0,,6730774312,
251,chatwheel,44003,2.0,2.0,318238575.0,6730774312,
251,chatwheel,44003,2.0,2.0,318238575.0,6730774312,
283,chatwheel,71,5.0,128.0,207613347.0,6730774312,
283,chatwheel,71,5.0,128.0,207613347.0,6730774312,
342,chatwheel,71,7.0,130.0,154042978.0,6730774312,
343,chatwheel,71,7.0,130.0,154042978.0,6730774312,
350,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
360,chatwheel,44001,2.0,2.0,318238575.0,6730774312,
386,chatwheel,1,6.0,129.0,,6730774312,
396,chatwheel,71,2.0,2.0,318238575.0,6730774312,
396,chatwheel,71,2.0,2.0,318238575.0,6730774312,
397,chatwheel,59001,3.0,3.0,,6730774312,
431,chatwheel,71,7.0,130.0,154042978.0,6730774312,
539,chatwheel,71,8.0,131.0,838343295.0,6730774312,
554,chat,para morir tepeas?,5.0,128.0,207613347.0,6730774312,
697,chatwheel,20002,1.0,1.0,100723741.0,6730774312,
707,chatwheel,71,5.0,128.0,207613347.0,6730774312,
750,chatwheel,414,1.0,1.0,100723741.0,6730774312,
775,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
813,chatwheel,50001,0.0,0.0,179284293.0,6730774312,
819,chatwheel,128002,5.0,128.0,207613347.0,6730774312,
845,chat,xq teepas a morir,5.0,128.0,207613347.0,6730774312,
847,chat,no entiendo,5.0,128.0,207613347.0,6730774312,
853,chatwheel,47001,7.0,130.0,154042978.0,6730774312,
853,chatwheel,47001,7.0,130.0,154042978.0,6730774312,
856,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
856,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
985,chatwheel,7,6.0,129.0,,6730774312,
999,chatwheel,59001,3.0,3.0,,6730774312,
999,chatwheel,59001,3.0,3.0,,6730774312,
1026,chatwheel,2,7.0,130.0,154042978.0,6730774312,
1026,chatwheel,86001,4.0,4.0,153609394.0,6730774312,
1070,chatwheel,86001,4.0,4.0,153609394.0,6730774312,
1128,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
1128,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
1152,chatwheel,1,6.0,129.0,,6730774312,
1169,chatwheel,2,1.0,1.0,100723741.0,6730774312,
1223,chatwheel,44001,2.0,2.0,318238575.0,6730774312,
1326,chatwheel,2,6.0,129.0,,6730774312,
1335,chatwheel,7,2.0,2.0,318238575.0,6730774312,
1337,chatwheel,44001,2.0,2.0,318238575.0,6730774312,
1339,chatwheel,59001,3.0,3.0,,6730774312,
1341,chatwheel,86001,4.0,4.0,153609394.0,6730774312,
1342,chatwheel,50001,0.0,0.0,179284293.0,6730774312,
1353,chatwheel,44002,2.0,2.0,318238575.0,6730774312,
1362,chatwheel,9,2.0,2.0,318238575.0,6730774312,
1363,chatwheel,9,2.0,2.0,318238575.0,6730774312,
1366,chatwheel,47002,7.0,130.0,154042978.0,6730774312,
1366,chatwheel,47002,7.0,130.0,154042978.0,6730774312,
1481,chatwheel,44001,2.0,2.0,318238575.0,6730774312,
1573,chatwheel,47002,7.0,130.0,154042978.0,6730774312,
1573,chatwheel,47002,7.0,130.0,154042978.0,6730774312,
1647,chatwheel,47002,7.0,130.0,154042978.0,6730774312,
1647,chatwheel,47002,7.0,130.0,154042978.0,6730774312,
1723,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
1723,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
1733,chatwheel,59001,3.0,3.0,,6730774312,
1735,chatwheel,44002,2.0,2.0,318238575.0,6730774312,
1736,chatwheel,50002,0.0,0.0,179284293.0,6730774312,
1785,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
1785,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
1805,chatwheel,2,7.0,130.0,154042978.0,6730774312,
1928,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
1928,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
1929,chat,congratulations,3.0,3.0,,6730774312,
1931,chat,on your 10th viper,3.0,3.0,,6730774312,
1941,chat,congratulations  dazzle huskar,5.0,128.0,207613347.0,6730774312,
1946,chat,) yes,3.0,3.0,,6730774312,
1948,chat,thats op combo,3.0,3.0,,6730774312,
1950,chat,you live in 2013 or what,3.0,3.0,,6730774312,
1953,chat,JAJAJ,0.0,0.0,179284293.0,6730774312,
1961,chat,RTZ TRASH,7.0,130.0,154042978.0,6730774312,
1966,chat,if im trash why are u 10th viper vs me,3.0,3.0,,6730774312,
1969,chat,pick a normal hero? :),3.0,3.0,,6730774312,
1971,chat,lina qop,3.0,3.0,,6730774312,
1976,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
1976,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
1981,chat,play a matchup that is 50 50,3.0,3.0,,6730774312,
1985,chat,moron,3.0,3.0,,6730774312,
1996,chat,report viper pls,0.0,0.0,179284293.0,6730774312,
2002,chat,watch steam sniper trash player,0.0,0.0,179284293.0,6730774312,
2007,chat,XDXD,7.0,130.0,154042978.0,6730774312,
2033,chatwheel,47001,7.0,130.0,154042978.0,6730774312,
2034,chatwheel,47002,7.0,130.0,154042978.0,6730774312,
2034,chatwheel,76,9.0,132.0,1010199824.0,6730774312,
2035,chatwheel,76,9.0,132.0,1010199824.0,6730774312,
2036,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
2036,chatwheel,128001,5.0,128.0,207613347.0,6730774312,
